title,city_name,salon,nb_rooms,nb_baths,surface_area,price_n,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse,city_grouped_Autres,city_grouped_Bouskoura,city_grouped_Casablanca,city_grouped_El Jadida,city_grouped_Fès,city_grouped_Kénitra,city_grouped_Marrakech,city_grouped_Martil,city_grouped_Meknès,city_grouped_Mohammedia,city_grouped_Rabat,city_grouped_Saidia,city_grouped_Salé,city_grouped_Tanger,city_grouped_Temara,nb_total_pieces
dernier étage 3ch terrasse,Casablanca,1.0,3.0,2.0,114.0,1990000.0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement 86m Bourgogne Mly Youssef,Casablanca,1.0,2.0,1.0,86.0,850000.0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
occasion unique appart à vendre,Kénitra,1.0,2.0,2.0,106.0,710000.0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 109 m² à Ainsebaa,Casablanca,2.0,3.0,2.0,109.0,1240000.0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement 76m2 avec 2 façades à Résidence AlBadr,Casablanca,1.0,2.0,2.0,76.0,699000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre,Casablanca,1.0,3.0,2.0,114.0,19000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre,Salé,1.0,2.0,2.0,102.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Appartement Neuf à vendre à Temara,Temara,1.0,2.0,2.0,84.0,1200000.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement de lue à vendre 192 m² à Casablanca,Casablanca,1.0,3.0,2.0,88.0,1300000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 83 m² à El Mansouria,El Mansouria,1.0,2.0,2.0,83.0,1150000.0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement Haut Standing Quartier des Hôpitaux,Casablanca,1.0,2.0,2.0,75.0,1390000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre à skhirat résidence nour,Skhirat,1.0,2.0,2.0,62.0,300000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bel appartement de 126m plein sud à ain sebaa,Casablanca,2.0,3.0,2.0,126.0,1280000.0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 87 m² à Agadir,Agadir,1.0,2.0,2.0,87.0,890000.0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 82 m² à Marrakech,Marrakech,1.0,2.0,2.0,82.0,1250000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
vente appartement 98m et 12m garage titré,Casablanca,0.0,2.0,2.0,98.0,890000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 98 m² à Temara,Temara,1.0,2.0,2.0,98.0,740000.0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
bel appart 92m2 sur wafa,Mohammedia,2.0,2.0,2.0,92.0,720000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
Appartement à vendre 44 m² à Casablanca,Casablanca,1.0,1.0,1.0,44.0,480000.0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 94 m² à Mohammedia,Mohammedia,1.0,2.0,1.0,94.0,870000.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Appartement à vendre 217 m² à Casablanca,Casablanca,3.0,3.0,2.0,147.0,1400000.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
Appartement à vendre 70 m² à Casablanca,Casablanca,1.0,3.0,2.0,70.0,700000.0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Appartement T2 de 54 m2, Quartier Mabrouka",Marrakech,2.0,1.0,1.0,54.0,620000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement 50 m² à Casablanca,Casablanca,1.0,2.0,1.0,50.0,320000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 54 m² à Marrakech,Marrakech,1.0,2.0,2.0,54.0,850000.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 80 m² à Temara,Temara,1.0,2.0,2.0,80.0,800000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement neuf à vendre 95 m² à wifak,Temara,1.0,3.0,2.0,95.0,1050000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement à vendre 134 m² à Temara,Temara,1.0,3.0,2.0,134.0,1200000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement 119m² en Vente à wifak,Temara,1.0,3.0,2.0,119.0,1450000.0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement haut standing,El Jadida,1.0,3.0,1.0,91.0,820000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre à Résidence perle de mimosa,Mohammedia,1.0,3.0,1.0,87.0,1060000.0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
Appartement à vendre 64 m² à Casablanca,Casablanca,1.0,2.0,2.0,64.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 100 m² à Kénitra,Kénitra,2.0,2.0,2.0,100.0,699999.0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Appartement de luxe à vendre 82 m² à Casablanca,Casablanca,1.0,2.0,2.0,82.0,905000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 70 m² à Marrakech,Marrakech,1.0,2.0,1.0,70.0,400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 51 m² à Temara,Temara,1.0,2.0,1.0,51.0,400000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement terrasse 135m Hôpitaux 2Mars,Casablanca,1.0,3.0,3.0,135.0,1580000.0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 109 m² à Temara,Temara,1.0,3.0,2.0,109.0,1800000.0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement à vendre 70 m² à florida,Casablanca,1.0,3.0,2.0,70.0,675000.0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 51 m² à Temara,Temara,1.0,2.0,1.0,51.0,350000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement 93 m² à azhar,Casablanca,2.0,3.0,1.0,93.0,600000.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement a vendre à agadir sonaba,Agadir,1.0,2.0,1.0,84.0,1800000.0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appat à diar Al mansour,Temara,1.0,2.0,2.0,50.0,890000.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement à vendre 106 m² à Casablanca,Casablanca,1.0,3.0,2.0,106.0,670000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 67 m² à Temara,Temara,1.0,2.0,2.0,67.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
appartement bien situé à vendre,Khouribga,2.0,2.0,1.0,106.0,600000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement trois façades,Temara,1.0,3.0,1.0,127.0,1200000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement à vendre 78 m² à Casablanca,Casablanca,1.0,2.0,1.0,56.0,680000.0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 132 m² à bv 2 mars,Casablanca,1.0,3.0,2.0,132.0,1400000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 95m² à Tanger,Tanger,1.0,2.0,2.0,95.0,890000.0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement à vendre 109 m² à Casablanca,Casablanca,2.0,3.0,2.0,109.0,1500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Casablanca,Casablanca,1.0,2.0,2.0,108.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 145m² à Casablanca,Casablanca,1.0,2.0,1.0,85.0,1150000.0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"vente Appt de 3 chambre salon,piscine, targa",Marrakech,1.0,3.0,2.0,124.0,15500.0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Appartement,Casablanca,0.0,2.0,2.0,108.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 75 m² à Kénitra,Kénitra,1.0,2.0,2.0,75.0,500000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 90 m² à Playa,Tanger,1.0,2.0,2.0,90.0,1700000.0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
appartement à vendre à tamesna marina d'or,Tamesna,1.0,2.0,1.0,50.0,300000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 120 m² Les Princesses,Casablanca,1.0,2.0,2.0,120.0,1350000.0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement neuf parking ascenseur,Casablanca,2.0,2.0,1.0,78.0,420000.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 70 m² à Salé,Salé,1.0,2.0,1.0,70.0,680000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Appartement à vendre 100 m² à Casablanca,Casablanca,1.0,4.0,3.0,100.0,740000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
bel Appartement à vendre à Casablanca belvedere,Casablanca,1.0,3.0,2.0,143.0,1600000.0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 100 m² à Tanger,Tanger,1.0,2.0,2.0,100.0,890000.0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement à vendre 50 m² à Rabat,Rabat,1.0,2.0,1.0,50.0,430000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Appartement à vendre 58 m² à El Jadida,El Jadida,1.0,2.0,1.0,58.0,360000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre à Salmia 2,Casablanca,1.0,3.0,2.0,97.0,825000.0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement Raffiné 82 m² à Bouskoura,Bouskoura,1.0,2.0,2.0,82.0,815000.0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre à Bouskoura,Bouskoura,1.0,2.0,2.0,75.0,780000.0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bel Appartement de 83 m² près de Tachfine Centre,Casablanca,1.0,2.0,1.0,83.0,860000.0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bel Appartement à vendre 96 m² à Bouznika,Bouznika,2.0,3.0,2.0,96.0,720000.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement 86 m² à Bouskoura Odyssia,Bouskoura,2.0,2.0,2.0,86.0,860000.0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 64 m² à Tanger,Tanger,1.0,2.0,1.0,64.0,350000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement à vendre 117 m² à Mohammedia,Mohammedia,1.0,3.0,2.0,117.0,1800000.0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
Appartement à vendre 102 m² à Casablanca Belvédère,Casablanca,1.0,3.0,2.0,102.0,1590000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
31813-Vente Appt à Casablanca Ain Borja de 77 m²,Casablanca,1.0,2.0,1.0,77.0,970000.0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 97 m² à Tanger,Tanger,1.0,3.0,2.0,97.0,1100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
MAARIF EXTENSION JOLI APPARTEMENT A VENDRE 135 m²,Casablanca,1.0,3.0,2.0,135.0,1620000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 48 m² à Mohammedia,Mohammedia,1.0,2.0,2.0,48.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
appartement pour les familles,Casablanca,1.0,2.0,2.0,70.0,890000.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 80m² Maarif Ext,Casablanca,1.0,2.0,1.0,80.0,1150000.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement,Had Soualem,2.0,3.0,2.0,120.0,620000.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
61538-Vente Appt à Casablanca Belvedere (Roches No,Casablanca,1.0,3.0,2.0,88.0,1500000.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 105 m² à Casablanca,Casablanca,1.0,3.0,2.0,105.0,1300000.0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
ROUTE D’AZEMMOUR VENTE APPT NEUF AVEC TERRASSE,Casablanca,1.0,2.0,2.0,97.0,2040000.0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
CALIFORNIE BEL APPARTEMENT A VENDRE 120 m²,Casablanca,1.0,3.0,2.0,120.0,1690000.0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 120 m² à Kénitra,Kénitra,1.0,3.0,1.0,120.0,890000.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
vente appartement 98m et 12m garage titré,Casablanca,0.0,2.0,2.0,98.0,890000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
appartement a vendre,Temara,1.0,2.0,2.0,92.0,1220000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
69352-Vente Appt à Casablanca Oulfa de 110 m²,Casablanca,1.0,3.0,2.0,110.0,1200000.0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 80 m² à Kénitra,Kénitra,2.0,2.0,2.0,80.0,560000.0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
60564-Vente Appt à Casablanca Bourgogne (Anfa) de,Casablanca,1.0,2.0,2.0,94.0,1950000.0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Casablanca,1.0,1.0,1.0,56.0,600000.0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement Confortable 82 m² à Bouskoura,Bouskoura,1.0,2.0,2.0,82.0,815000.0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement a vendre,Agadir,0.0,2.0,2.0,72.0,690000.0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement Élégant 108m²,Kénitra,2.0,2.0,2.0,108.0,590000.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 75 m² à Mohammedia,Mohammedia,1.0,2.0,1.0,75.0,1050000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Appartement 118m Haut standing Maarif Ex,Casablanca,1.0,3.0,2.0,118.0,1700000.0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 116 m² à Mers El Kheir,Mers El Kheir,1.0,2.0,2.0,116.0,890000.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 79 m² à Martil,Martil,1.0,2.0,2.0,79.0,890000.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
Appartement en parfaite etat,El Jadida,1.0,2.0,2.0,85.0,600000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement meublée,Kénitra,1.0,1.0,1.0,70.0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0
Appart a vendre avec garage à Bouznika,Bouznika,2.0,4.0,1.0,160.0,760000.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
Appartement,Salé,2.0,2.0,2.0,50.0,890000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Appartement 134m2 à Temara,Temara,1.0,3.0,134.0,134.0,1390000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
grand appartement a louer,Agadir,2.0,2.0,2.0,88.0,890000.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement a vendre. Résidence Dakhama,Bouskoura,1.0,3.0,2.0,75.0,400000.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement avendre,Meknès,1.0,2.0,2.0,60.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0
Appartement à vendre 90 m² à Tétouan,Tétouan,2.0,2.0,1.0,90.0,650000.0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement à vendre eljadida,El Jadida,1.0,2.0,1.0,70.0,560000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre à Ain Attig,Ain Attig,1.0,2.0,2.0,58.0,890000.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement Atlas,Fès,1.0,2.0,2.0,120.0,3000.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
Magnifique appartement à vendre à Meknes,Meknès,1.0,2.0,2.0,76.0,890000.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0
appartement à vendre,Agadir,1.0,2.0,1.0,58.0,480000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 33 m² à Casablanca,Casablanca,1.0,1.0,1.0,33.0,770000.0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
apparemment a vendre,Casablanca,1.0,1.0,1.0,50.0,510000.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 85 m² à Marrakech,Marrakech,1.0,2.0,2.0,85.0,1100000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Particulier vend Appartement 115m² à Sala aljadida,Salé,1.0,3.0,2.0,115.0,1250000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Appartement à vendre 103 m² à Marrakech,Marrakech,1.0,2.0,1.0,103.0,1751000.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
appartement 134 m a vendre,Meknès,1.0,3.0,3.0,130.0,850000.0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0
Appartement à vendre 61 m² à Tétouan,Tétouan,1.0,2.0,1.0,61.0,360000.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement al firdaous,Casablanca,1.0,2.0,1.0,88.0,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 102 m² à Tanger,Tanger,1.0,2.0,2.0,102.0,890000.0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement à vendre DE 92 M MONICA A 1250000 DH,Mohammedia,1.0,2.0,2.0,92.0,1250000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Appartement plein maamora proche TGV,Kénitra,2.0,2.0,2.0,111.0,1130000.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 89m² à H M Casablanca,Casablanca,1.0,2.0,2.0,89.0,850000.0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 121 m² à Casablanca,Casablanca,1.0,3.0,2.0,121.0,1420000.0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement duplex à vendre,Rabat,2.0,3.0,3.0,150.0,1160000.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Appart à vendre 56m² à Sidi Moumen Casablanca.,Casablanca,1.0,2.0,1.0,56.0,380000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 68m² à Bouznika,Bouznika,1.0,2.0,1.0,68.0,490000.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre juste Zara carré Eden,Marrakech,1.0,3.0,2.0,139.0,2000000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Superbe Appartement 2 Façades,Fès,1.0,2.0,2.0,135.0,720000.0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
a vendre très beau appartement tout équipé,Rabat,1.0,2.0,2.0,86.0,550000.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
vendre appartement,Casablanca,2.0,2.0,2.0,157.0,890000.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 78 m² à Casa lot zoubir,Casablanca,1.0,2.0,2.0,78.0,720000.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
